item_no,category_name,item_description,vendor,vendor_name,bottle_size,pack,inner_pack,proof,list_date,bottle_price,shelf_price,case_cost
69946,IMPORTED SCHNAPPS,Rumple Minze Peppermint Schnapps Liqueur,260,Diageo Americas,750,12,1,100,1987-12-01T00:00:00Z,13,19.5,155.89
69947,IMPORTED SCHNAPPS,Rumple Minze Peppermint Schnapps Liqueur,260,Diageo Americas,1000,12,1,100,1993-03-01T00:00:00Z,15.75,23.63,188.91
6996,SCOTCH WHISKIES,Clan Macgregor Scotch,240,William Grant And Sons Inc.,750,12,1,80,1989-07-01T00:00:00Z,6.08,9.12,72.93
6997,SCOTCH WHISKIES,Clan Macgregor Scotch,240,William Grant And Sons Inc.,1000,12,1,80,1989-07-01T00:00:00Z,6.66,9.99,79.85
10834,CANADIAN WHISKIES,Crown Royal Black,260,Diageo Americas,375,24,1,90,2012-02-01T00:00:00Z,8.25,12.38,198
6998,SCOTCH WHISKIES,Clan Macgregor Scotch,240,William Grant And Sons Inc.,1750,6,1,80,1989-07-01T00:00:00Z,11.25,16.88,67.46
702,DECANTERS & SPECIALTY PACKAGES,Wild Turkey Rare Breed With Glasses,461,Campari(skyy),750,6,1,108,2001-08-01T00:00:00Z,19.5,29.25,116.97
705,DECANTERS & SPECIALTY PACKAGES,Wild Turkey Rare Breed W/glass,461,Campari(skyy),750,3,1,108,2006-08-01T00:00:00Z,18.44,27.66,55.32
706,DECANTERS & SPECIALTY PACKAGES,Wild Turkey 101 w/2 Glasses,461,Campari(skyy),750,6,1,101,2013-10-01T00:00:00Z,13,19.5,77.96
710,DECANTERS & SPECIALTY PACKAGES,Wild Turkey 101 W/2 Glasses,461,Campari(skyy),750,6,1,101,2010-07-13T00:00:00Z,11.99,17.99,71.93
711,DECANTERS & SPECIALTY PACKAGES,Wild Turkey Rare Breed W/glass,461,Campari(skyy),750,6,1,108,2010-07-13T00:00:00Z,19.5,29.25,116.97
713,DECANTERS & SPECIALTY PACKAGES,Wild Turkey 101 w/Flask,461,Campari(skyy),750,6,1,101,2011-09-01T00:00:00Z,3.88,5.82,23.25
71424,CREAM LIQUEURS,Adult S'Mores,978,W. J. Deutsch And Sons Ltd.,750,12,1,15,2013-10-01T00:00:00Z,9.42,14.13,113
71426,CREAM LIQUEURS,Adult Strawberry Milk,978,W. J. Deutsch And Sons Ltd.,750,12,1,20,2012-11-01T00:00:00Z,9.42,14.13,113
71441,CINNAMON SCHNAPPS,After Shock Cinnamon Liqueur Mini,65,Jim Beam Brands,500,12,10,80,2000-05-01T00:00:00Z,15.83,23.75,189.92
10836,CANADIAN WHISKIES,Crown Royal Black,260,Diageo Americas,750,12,1,90,2010-04-01T00:00:00Z,17,25.5,203.95
71446,CINNAMON SCHNAPPS,After Shock Cinnamon Liqueur,65,Jim Beam Brands,750,12,1,80,2000-02-01T00:00:00Z,11.54,17.31,138.48
71476,NA,Sav-On Osco Amaretto,803,Levecke Corp,750,12,1,40,1999-09-01T00:00:00Z,2.42,3.63,29
71478,NA,Albertson's Amaretto,198,Frank-lin Distillers Products Ltd.,1750,6,1,40,2000-03-01T00:00:00Z,5.1,7.65,30.6
71486,NA,Albertson's Apricot & Brandy,198,Frank-lin Distillers Products Ltd.,750,12,1,40,1999-09-01T00:00:00Z,2.62,3.93,31.4
71496,NA,Albertson's Blackberry & Brandy,198,Frank-lin Distillers Products Ltd.,750,12,1,40,1999-09-01T00:00:00Z,2.62,3.93,31.4
715,DECANTERS & SPECIALTY PACKAGES,Wild Turkey 101 With Shot Glass Gift,461,Campari(skyy),750,6,1,101,1996-09-01T00:00:00Z,9.68,14.52,58.1
71516,NA,Sav-On Osco Coffee,803,Levecke Corp,750,12,1,40,1999-09-01T00:00:00Z,2.42,3.63,29
71518,NA,Albertson's Coffee,198,Frank-lin Distillers Products Ltd.,1750,6,1,40,2000-11-01T00:00:00Z,5.1,7.65,30.6
71529,AMERICAN COCKTAILS,Tooters Ala Bama Slama,308,Mango Bottling Inc.,375,12,0,30,2009-05-01T00:00:00Z,5.75,8.63,68.94
71530,AMERICAN COCKTAILS,Tooters Ala Bama Slama,308,Mango Bottling Inc.,750,6,1,30,2001-11-01T00:00:00Z,7.67,11.51,46
10838,CANADIAN WHISKIES,Crown Royal Black,260,Diageo Americas,1750,6,1,90,2011-03-01T00:00:00Z,33.79,50.69,202.7
717,DECANTERS & SPECIALTY PACKAGES,Wild Turkey Shaker Gift Set,461,Campari(skyy),750,6,1,101,2012-10-01T00:00:00Z,12.49,18.74,74.96
71731,80 PROOF VODKA,American Harvest Organic Spirit,192,Sidney Frank Importing Co.,750,6,1,80,2013-03-01T00:00:00Z,13.04,19.56,78.2
71886,AMERICAN AMARETTO,Amaretto E Dolce,421,Sazerac Co. Inc.,750,12,1,42,1990-04-01T00:00:00Z,3.34,5.01,40
71887,AMERICAN AMARETTO,Amaretto E Dolce,298,White Rock Distilleries Inc.,1000,12,1,48,1993-02-01T00:00:00Z,3.98,5.97,47.81
71916,AMERICAN AMARETTO,Arrow Amaretto,434,Luxco-st Louis,750,12,1,30,1989-10-01T00:00:00Z,3.35,5.03,40.25
71917,AMERICAN AMARETTO,Arrow Amaretto,434,Luxco-st Louis,1000,12,1,30,2005-12-01T00:00:00Z,3.77,5.66,45.22
7208,SCOTCH WHISKIES,Crawford's Scotch,260,Diageo Americas,1750,6,1,80,2006-06-01T00:00:00Z,11.52,17.28,69.1
721,SINGLE MALT SCOTCH,The Glenlivet Nadurra Oloroso,370,Pernod Ricard Usa/austin Nichols,750,6,1,121,2014-11-01T00:00:00Z,39.99,59.99,239.94
72251,MISCELLANEOUS SCHNAPPS,Arrow Smacker's Variety Pack,434,Luxco-st Louis,2011,3,1,30,2000-04-01T00:00:00Z,13.33,20,40
72256,APPLE SCHNAPPS,Arrow Smacker's Sour Apple,434,Luxco-st Louis,750,12,1,30,2000-04-01T00:00:00Z,5.01,7.52,60.1
10846,CANADIAN WHISKIES,Canadian Club Small Batch Classic,65,Jim Beam Brands,750,12,1,80,2011-11-01T00:00:00Z,13.12,19.68,157.44
72266,MISCELLANEOUS SCHNAPPS,Arrow Smacker's Sour Cherry,434,Luxco-st Louis,750,12,1,30,2000-04-01T00:00:00Z,5.01,7.52,60.1
72276,GRAPE SCHNAPPS,Arrow Smacker's Sour Grape,434,Luxco-st Louis,750,12,1,30,2000-04-01T00:00:00Z,5.01,7.52,60.1
72286,WATERMELON SCHNAPPS,Arrow Smacker's Watermelon,434,Luxco-st Louis,750,12,1,30,2000-04-01T00:00:00Z,5.01,7.52,60.1
72365,AMERICAN COCKTAILS,Tooters Bamamahama,308,Mango Bottling Inc.,750,6,1,30,2000-09-22T00:00:00Z,7.67,11.51,46
72366,AMERICAN COCKTAILS,Tooters Bamamahama,308,Mango Bottling Inc.,750,12,1,30,2000-09-22T00:00:00Z,7.5,11.25,90
72375,CREAM LIQUEURS,Baja Luna Black Raspberry,298,White Rock Distilleries Inc.,603,10,1,30,2001-06-01T00:00:00Z,6.3,9.45,63
72376,CREAM LIQUEURS,Baja Luna Black Raspberry,330,Monsieur Henri Wines Ltd.,750,12,1,30,2001-03-01T00:00:00Z,8.88,13.32,106.55
72381,CREAM LIQUEURS,Baja Rosa Strawberry Liqueur,298,White Rock Distilleries Inc.,603,10,1,34,1998-08-01T00:00:00Z,6.3,9.45,63
72386,CREAM LIQUEURS,Baja Rosa Strawberry Liqueur,330,Monsieur Henri Wines Ltd.,750,12,1,34,1998-05-01T00:00:00Z,8.88,13.32,106.55
72396,CREAM LIQUEURS,Baja Tango,298,White Rock Distilleries Inc.,750,12,1,30,2002-06-01T00:00:00Z,8.88,13.32,106.55
1085,DECANTERS & SPECIALTY PACKAGES,Dalmore Scotch Gift Set,460,Shaw Ross International Importers Ll,750,6,1,86,1998-08-01T00:00:00Z,16.53,24.8,99.16
72434,PEACH SCHNAPPS,Big Peach Liqueur,306,Mississippi River Distilling Co.,375,12,1,40,2014-07-01T00:00:00Z,9.09,13.64,109
72436,MISC. AMERICAN CORDIALS & LIQUEURS,Black Duck Cranberry Liqueur,350,Luxco-cleveland,750,6,1,25,2000-04-01T00:00:00Z,9.6,14.4,57.57
72448,AMERICAN COCKTAILS,Tooters Blu-Dacious Kamikazi Mini,308,Mango Bottling Inc.,375,12,0,30,2005-05-01T00:00:00Z,5.75,8.63,68.94
72449,AMERICAN COCKTAILS,Tooters Blu-Dacious Kamikazi,308,Mango Bottling Inc.,750,6,1,30,2001-04-01T00:00:00Z,7.67,11.51,46
72450,AMERICAN COCKTAILS,Tooters Blu-Dacious Kamikazi,308,Mango Bottling Inc.,750,12,1,30,2000-09-22T00:00:00Z,7.5,11.25,90
72452,DISTILLED SPIRITS SPECIALTY,Bird Dog Peppermint Moonshine Mini,492,Western Spirits Beverage Co. Llc,600,5,12,80,2014-12-01T00:00:00Z,5.8,8.7,29
72455,DISTILLED SPIRITS SPECIALTY,Bird Dog Peppermint Moonshine,492,Western Spirits Beverage Co. Llc,750,6,1,80,2014-12-01T00:00:00Z,10,15,60
72466,MISC. AMERICAN CORDIALS & LIQUEURS,Boggs Cranberry Liqueur,260,Diageo Americas,750,12,1,25,1989-10-01T00:00:00Z,6.68,10.02,80.17
725,DECANTERS & SPECIALTY PACKAGES,Pinnacle Candy Cane Trial Pack,65,Jim Beam Brands,6000,1,120,70,2014-11-01T00:00:00Z,78.6,117.9,78.6
72516,MISC. AMERICAN CORDIALS & LIQUEURS,Bols Creme De Banana,305,Mhw Ltd,750,12,1,50,1972-11-01T00:00:00Z,5.63,8.45,67.53
10876,CANADIAN WHISKIES,Forty Creek Barrel Select Canadian,460,Shaw Ross International Importers Ll,750,12,1,80,2003-08-01T00:00:00Z,10.99,16.49,131.9
72596,AMERICAN AMARETTO,Bols Amaretto,305,Mhw Ltd,750,12,1,56,2014-12-01T00:00:00Z,7.17,10.76,86
72606,RASPBERRY SCHNAPPS,Bols Bohemian Raspberry Liqueur,305,Mhw Ltd,750,12,1,34,1999-10-01T00:00:00Z,5.63,8.45,67.53
72607,RASPBERRY SCHNAPPS,Bols Bohemian Raspberry Liqueur,305,Mhw Ltd,1000,12,1,34,1999-09-01T00:00:00Z,4.62,6.93,55.38
72616,COFFEE LIQUEURS,Bols Coffee Liqueur,305,Mhw Ltd,750,12,1,53,1999-09-01T00:00:00Z,4.73,7.1,56.75
72617,COFFEE LIQUEURS,Bols Coffee Liqueur,305,Mhw Ltd,1000,12,1,53,1999-09-01T00:00:00Z,5.77,8.66,69.25
72620,MISC. AMERICAN CORDIALS & LIQUEURS,Bols Mango Smash,305,Mhw Ltd,750,12,1,30,2002-09-01T00:00:00Z,5,7.5,60.03
72636,TROPICAL FRUIT SCHNAPPS,Bols Melon,305,Mhw Ltd,750,12,1,34,2014-12-01T00:00:00Z,7.17,10.76,86
72722,MISC. AMERICAN CORDIALS & LIQUEURS,Christian Brothers Honey,259,Heaven Hill Distilleries Inc.,750,12,1,70,2011-01-01T00:00:00Z,5.43,8.15,65.08
72816,COFFEE LIQUEURS,Caffe Lolita Coffee Liqueur,434,Luxco-st Louis,750,12,1,40,1974-11-01T00:00:00Z,5,7.5,60
72898,CANADIAN WHISKIES,Canadian Regency Light,350,Luxco-cleveland,1750,6,1,60,1993-11-01T00:00:00Z,7.66,11.49,45.96
10880,CANADIAN WHISKIES,Forty Creek Cooper Pot,461,Campari(skyy),750,12,1,86,2015-01-01T00:00:00Z,14.5,21.75,173.96
72948,DISTILLED SPIRITS SPECIALTY,Catdaddy Spiced Moonshine,384,Piedmont Distillers,750,6,1,80,2014-11-01T00:00:00Z,11,16.5,66
72950,MISC. AMERICAN CORDIALS & LIQUEURS,Cedar Ridge Lemoncella,125,Cedar Ridge Vineyardsllc,375,12,1,64,2007-01-01T00:00:00Z,8,12,96
72953,MISC. AMERICAN CORDIALS & LIQUEURS,Cedar Ridge Lamponcella,125,Cedar Ridge Vineyardsllc,375,12,1,64,2008-04-01T00:00:00Z,8,12,96
72954,MISC. AMERICAN CORDIALS & LIQUEURS,Cedar Ridge Mangocella,125,Cedar Ridge Vineyardsllc,375,12,1,64,2012-08-01T00:00:00Z,8,12,96
730,DECANTERS & SPECIALTY PACKAGES,Absolut w/2 Citron 50ml & 2 Mandrin 50ml,370,Pernod Ricard Usa/austin Nichols,950,6,5,80,2014-06-01T00:00:00Z,11.49,17.24,68.94
73050,CREAM LIQUEURS,Rumchata,305,Mhw Ltd,750,6,1,27,2011-01-01T00:00:00Z,12.5,18.75,75
73051,CREAM LIQUEURS,Rumchata Mini,305,Mhw Ltd,500,12,10,27,2012-09-01T00:00:00Z,8.87,13.31,106.4
73052,CREAM LIQUEURS,Rumchata,305,Mhw Ltd,375,12,1,27,2012-06-01T00:00:00Z,7.42,11.13,88.94
73053,CREAM LIQUEURS,Rumchata,305,Mhw Ltd,1000,6,1,27,2012-07-01T00:00:00Z,16.34,24.51,98
73054,CREAM LIQUEURS,Rumchata,305,Mhw Ltd,1750,6,1,27,2012-06-01T00:00:00Z,24.34,36.51,146
904672,SINGLE MALT SCOTCH,Dt 1968 Glenlivet 39yo Cask #2831,391,Anchor Distilling (preiss Imports),750,1,1,89,2009-12-09T00:00:00Z,160,240,160
10882,CANADIAN WHISKIES,Gibson's Finest Aged 12yr,240,William Grant And Sons Inc.,750,12,1,80,2012-02-16T00:00:00Z,15.83,23.75,190
73055,CREAM LIQUEURS,Rumchata,305,Mhw Ltd,750,12,1,27,2014-02-01T00:00:00Z,12.5,18.75,150
73076,MISC. AMERICAN CORDIALS & LIQUEURS,Chateau Pomari Pomegranate Liqueur,298,White Rock Distilleries Inc.,750,6,1,33,2007-10-01T00:00:00Z,10.21,15.32,61.28
73128,AMERICAN COCKTAILS,Chi-Chi's Tequila & Triple Sec Concentrate,55,Sazerac North America,1750,6,1,92,1999-11-01T00:00:00Z,11.55,17.33,69.28
73136,COFFEE LIQUEURS,Chila Coffee Liqueur,421,Sazerac Co. Inc.,750,12,1,48,1976-08-01T00:00:00Z,4.97,7.46,59.6
73140,CREAM LIQUEURS,Chila Orchata,421,Sazerac Co. Inc.,750,12,1,27,2012-11-01T00:00:00Z,8.67,13.01,104
734,DECANTERS & SPECIALTY PACKAGES,Absolut w/50ml Citron & Mandrin,370,Pernod Ricard Usa/austin Nichols,850,12,3,80,2014-06-01T00:00:00Z,11.49,17.24,137.88
73435,CREAM LIQUEURS,Cruzan Velvet Cinn,65,Jim Beam Brands,750,12,1,30,2014-04-01T00:00:00Z,10.49,15.74,125.88
73448,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Mixologist Blood Orange,65,Jim Beam Brands,750,12,1,30,2012-10-01T00:00:00Z,7.36,11.04,88.25
73451,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Pomegranate Liqueur,65,Jim Beam Brands,603,12,1,30,2007-06-01T00:00:00Z,5.07,7.61,60.83
73452,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Luscious Pomegranate Pleasure Liq,65,Jim Beam Brands,750,12,1,30,2007-06-01T00:00:00Z,6.3,9.45,75.6
10890,CANADIAN WHISKIES,Forty Creek,461,Campari(skyy),750,12,1,80,2012-03-01T00:00:00Z,12.02,18.03,144.24
73456,RASPBERRY SCHNAPPS,Dekuyper Luscious Razzmatazz,65,Jim Beam Brands,750,12,1,33,1990-10-01T00:00:00Z,6.3,9.45,75.6
73463,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Muddled Mint,65,Jim Beam Brands,750,12,1,30,2013-03-01T00:00:00Z,7.36,11.04,88.24
73470,TROPICAL FRUIT SCHNAPPS,Dekuyper Tropical Pineapple-Coconut,65,Jim Beam Brands,750,12,1,30,2007-11-01T00:00:00Z,5.5,8.25,66
73482,APPLE SCHNAPPS,Dekuyper Washington Apple,65,Jim Beam Brands,750,12,1,40,2008-08-01T00:00:00Z,6.03,9.05,72.41
73497,AMERICAN AMARETTO,Dekuyper Amaretto,65,Jim Beam Brands,1000,12,1,42,1999-09-01T00:00:00Z,6.42,9.63,77.04
73500,MISC. AMERICAN CORDIALS & LIQUEURS,John Dekuyper Fleur,65,Jim Beam Brands,750,12,1,40,2013-11-01T00:00:00Z,12.07,18.11,144.8
73508,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Mixologist Ginger,65,Jim Beam Brands,750,12,1,30,2012-10-01T00:00:00Z,7.36,11.04,88.25
73516,MISCELLANEOUS SCHNAPPS,Dekuyper Cactus Juice Schnapps,65,Jim Beam Brands,750,12,1,30,1991-03-01T00:00:00Z,6.3,9.45,75.6
73517,MISCELLANEOUS SCHNAPPS,Dekuyper Cactus Juice,65,Jim Beam Brands,1000,12,1,30,1991-10-01T00:00:00Z,7.62,11.43,91.44
73526,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Melon Liqueur,65,Jim Beam Brands,750,12,1,46,1982-05-01T00:00:00Z,6.3,9.45,75.6
10900,CANADIAN WHISKIES,Forty Creek Double Barrel,461,Campari(skyy),750,6,1,80,2012-07-31T00:00:00Z,30,45,180
73530,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Signature Vanilla Delight Liqueur,65,Jim Beam Brands,750,12,1,30,1995-10-01T00:00:00Z,6.03,9.05,72.41
73533,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper 03,65,Jim Beam Brands,750,12,1,80,2011-04-01T00:00:00Z,12.07,18.11,144.8
73540,MISC. AMERICAN CORDIALS & LIQUEURS,John Dekuyper Rouge,65,Jim Beam Brands,750,12,1,33,2013-11-01T00:00:00Z,12.07,18.11,144.8
73546,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Wild Strawberry Liqueur,65,Jim Beam Brands,750,12,1,45,1977-05-01T00:00:00Z,5.53,8.3,66.32
73571,MISC. AMERICAN CORDIALS & LIQUEURS,Crave Chocolate Cherry,65,Jim Beam Brands,750,12,1,30,2012-07-01T00:00:00Z,11.54,17.31,138.48
73574,MISC. AMERICAN CORDIALS & LIQUEURS,Crave Chocolate Chili,65,Jim Beam Brands,750,12,1,30,2012-07-01T00:00:00Z,11.54,17.31,138.48
73577,MISC. AMERICAN CORDIALS & LIQUEURS,Crave Chocolate Mint,65,Jim Beam Brands,750,12,1,30,2012-07-01T00:00:00Z,11.54,17.31,138.48
73586,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Signature Hazelnut Bliss Liqueur,65,Jim Beam Brands,750,12,1,56,1984-02-01T00:00:00Z,6.03,9.05,72.41
73591,MISCELLANEOUS SCHNAPPS,Dekuyper Kamikaze,65,Jim Beam Brands,750,12,1,40,2008-08-01T00:00:00Z,6.3,9.45,75.6
73596,MISC. AMERICAN CORDIALS & LIQUEURS,Dekuyper Michigan Cherry Liqueur,65,Jim Beam Brands,750,12,1,30,2010-05-01T00:00:00Z,6.3,9.45,75.6
1092,DECANTERS & SPECIALTY PACKAGES,Chivas Regal W/glasses,370,Pernod Ricard Usa/austin Nichols,750,6,1,80,2002-09-01T00:00:00Z,17.7,26.55,106.2
73606,CHERRY BRANDIES,Dekuyper Kirschwasser,65,Jim Beam Brands,750,12,1,90,1990-04-01T00:00:00Z,6.86,10.29,82.32
73616,MISC. IMPORTED CORDIALS & LIQUEURS,Destinee Liqueur,298,White Rock Distilleries Inc.,750,6,1,34,2004-12-01T00:00:00Z,7.97,11.96,47.84
73622,DISTILLED SPIRITS SPECIALTY,DiAmore Quattro Orange Mini,55,Sazerac North America,600,10,12,0,2013-01-01T00:00:00Z,6.27,9.41,62.7
73627,DISTILLED SPIRITS SPECIALTY,Di Amore Quattro Orange,55,Sazerac North America,1000,12,1,80,2012-02-22T00:00:00Z,9.75,14.63,117
73645,DISTILLED SPIRITS SPECIALTY,Dry Dock Sorghurm,306,Mississippi River Distilling Co.,375,12,1,80,2013-02-01T00:00:00Z,9.09,13.64,109
73687,DISTILLED SPIRITS SPECIALTY,Durango Gold Tequila Liqueur,322,U.s. Distilled Prod. Co,1000,12,1,80,2000-10-01T00:00:00Z,6.57,9.86,78.8
7369,DECANTERS & SPECIALTY PACKAGES,Grey Goose L'orange With Shaker,35,Bacardi U.s.a. Inc.,750,6,1,80,2007-08-01T00:00:00Z,17.27,25.91,103.6
73697,DISTILLED SPIRITS SPECIALTY,Durango White Tequila Liqueur,322,U.s. Distilled Prod. Co,1000,12,1,80,2000-10-01T00:00:00Z,6.57,9.86,78.8
73702,WHISKEY LIQUEUR,Evan Williams Honey Reserve,259,Heaven Hill Distilleries Inc.,750,12,1,70,2010-06-01T00:00:00Z,6.94,10.91,83.24
73715,STRAIGHT BOURBON WHISKIES,Evan Williams Cherry Reserve,259,Heaven Hill Distilleries Inc.,750,12,1,70,2010-12-01T00:00:00Z,6.94,10.91,83.24
1093,DECANTERS & SPECIALTY PACKAGES,Chivas Regal With Water Pitcher,370,Pernod Ricard Usa/austin Nichols,1750,3,1,80,2004-08-01T00:00:00Z,35.35,53.03,106.06
73720,WHISKEY LIQUEUR,Evan Williams Cinnamon Reserve Mini,259,Heaven Hill Distilleries Inc.,500,12,10,70,2012-04-01T00:00:00Z,4.17,6.26,50
73721,WHISKEY LIQUEUR,Evan Williams Cinnamon Reserve,259,Heaven Hill Distilleries Inc.,750,12,1,70,2012-04-01T00:00:00Z,6.94,10.91,83.24
73729,DECANTERS & SPECIALTY PACKAGES,Evan Williams Apple Orchard,259,Heaven Hill Distilleries Inc.,750,12,1,34,2014-09-01T00:00:00Z,6.38,9.57,76.48
73743,STRAIGHT BOURBON WHISKIES,Ezra Brooks Cinnamon,434,Luxco-st Louis,750,12,1,70,2013-05-01T00:00:00Z,6.66,9.99,79.92
73767,DISTILLED SPIRITS SPECIALTY,Fonda Blanca Gold Dss,434,Luxco-st Louis,1000,12,1,80,2000-04-01T00:00:00Z,5.34,8.01,64.03
73820,MISC. IMPORTED CORDIALS & LIQUEURS,Fuchen,152,Paulaner Usa,750,6,1,80,2012-04-01T00:00:00Z,16.35,24.53,98.1
73981,AMERICAN AMARETTO,Amaretto di Amore Mini,55,Sazerac North America,600,10,12,42,2014-09-01T00:00:00Z,5.95,8.93,59.5
73984,AMERICAN AMARETTO,Amaretto Di Amore Classico,55,Sazerac North America,375,24,1,42,1991-09-01T00:00:00Z,3.5,5.25,83.91
73986,AMERICAN AMARETTO,Di Amore Amaretto,55,Sazerac North America,750,12,1,42,1975-04-01T00:00:00Z,6,9,71.95
74060,CREAM LIQUEURS,Godiva Caramel Milk Chocolate Liqueur,260,Diageo Americas,750,12,1,30,2007-11-01T00:00:00Z,16.42,24.63,196.99
1096,DECANTERS & SPECIALTY PACKAGES,Chivas Regal With Money Clip,430,Seagram Americas,750,12,1,80,1999-06-01T00:00:00Z,15.3,22.95,183.63
74086,CREAM LIQUEURS,Godiva Liqueur,260,Diageo Americas,750,12,1,30,1999-04-01T00:00:00Z,17,25.5,203.95
74089,CREAM LIQUEURS,Godiva Dark Chocolate,260,Diageo Americas,750,12,1,30,2014-03-01T00:00:00Z,17,25.5,203.95
74090,CREAM LIQUEURS,Godiva White Chocolate Liqueur,260,Diageo Americas,750,12,1,30,2004-02-01T00:00:00Z,17,25.5,203.95
74165,MISC. AMERICAN CORDIALS & LIQUEURS,Grand Muriel Orange Liqueur,350,Luxco-cleveland,750,6,1,80,1995-05-01T00:00:00Z,15,22.5,90
742,DECANTERS & SPECIALTY PACKAGES,Jack Daniel's Master Distiller,85,Brown-forman Corporation,750,12,1,86,2014-09-01T00:00:00Z,16.52,24.78,198.13
74270,MISC. AMERICAN CORDIALS & LIQUEURS,Gaetano Lemon Head,202,Gaetano Specialties Ltd.,750,12,1,69,1999-05-01T00:00:00Z,5.31,7.97,63.75
74276,MISC. AMERICAN CORDIALS & LIQUEURS,Gaetano Peach Head,202,Gaetano Specialties Ltd.,750,12,1,69,1999-05-01T00:00:00Z,5.31,7.97,63.75
74436,FLAVORED RUM,Coco Reef,490,Allied Domecq Spirits And Wine Usa,750,12,1,48,1991-04-01T00:00:00Z,5.33,8,63.92
74437,FLAVORED RUM,Coco Reef,490,Allied Domecq Spirits And Wine Usa,1000,12,1,48,2000-04-01T00:00:00Z,7.33,11,87.92
74440,DECANTERS & SPECIALTY PACKAGES,Hiram Walker Caramel Apple,370,Pernod Ricard Usa/austin Nichols,750,12,1,30,2014-09-01T00:00:00Z,3.99,5.99,47.88
1100,DECANTERS & SPECIALTY PACKAGES,Chivas Regal With Ice Bucket,370,Pernod Ricard Usa/austin Nichols,1750,3,1,80,2003-10-01T00:00:00Z,35.35,53.03,106.06
74446,MISC. AMERICAN CORDIALS & LIQUEURS,Fruja Mango,370,Pernod Ricard Usa/austin Nichols,750,12,1,30,2003-04-01T00:00:00Z,3.26,4.89,39.12
74456,MISC. AMERICAN CORDIALS & LIQUEURS,Fruja Raspberry,490,Allied Domecq Spirits And Wine Usa,750,12,1,30,2003-04-01T00:00:00Z,3.26,4.89,39.12
7446,SCOTCH WHISKIES,Duggan's Dew O'kirkintolloch Scotch Why,962,Duggan's Distillers Products Corp,750,12,1,86,2001-02-01T00:00:00Z,5.58,8.37,67
74466,MISC. AMERICAN CORDIALS & LIQUEURS,Fruja Tangerine,490,Allied Domecq Spirits And Wine Usa,750,12,1,30,2003-04-01T00:00:00Z,3.26,4.89,39.12
74470,MISC. AMERICAN CORDIALS & LIQUEURS,Hiram Walker Caramel Apple Liqueur,370,Pernod Ricard Usa/austin Nichols,750,12,1,30,2012-09-01T00:00:00Z,4,6,47.94
74472,DECANTERS & SPECIALTY PACKAGES,Hiram Walker Gingerbread Liqueur,370,Pernod Ricard Usa/austin Nichols,750,12,1,30,2008-11-01T00:00:00Z,3.62,5.43,43.42
74476,DECANTERS & SPECIALTY PACKAGES,Hiram Walker Pumpkin Spice,370,Pernod Ricard Usa/austin Nichols,750,12,1,30,2014-09-01T00:00:00Z,3.99,5.99,47.88
7448,SCOTCH WHISKIES,Duggan's Dew O'kirkintolloch Scotch Why,962,Duggan's Distillers Products Corp,1750,6,1,86,2001-02-01T00:00:00Z,11.67,17.51,70
74526,APPLE SCHNAPPS,Sourballs Apple Liqueur,490,Allied Domecq Spirits And Wine Usa,750,12,1,30,1998-08-01T00:00:00Z,4.66,6.99,55.95
74536,MISCELLANEOUS SCHNAPPS,Sourballs Lemon Liqueur,490,Allied Domecq Spirits And Wine Usa,750,12,1,30,1998-08-01T00:00:00Z,4.66,6.99,55.95
11020,CANADIAN WHISKIES,Lot 40,370,Pernod Ricard Usa/austin Nichols,750,6,1,86,2014-04-01T00:00:00Z,29.99,44.99,179.92
74546,PEACH SCHNAPPS,Sourballs Peach Liqueur,490,Allied Domecq Spirits And Wine Usa,750,12,1,30,1998-08-01T00:00:00Z,4.66,6.99,55.95
74556,RASPBERRY SCHNAPPS,Sourballs Blue Raspberry Liqueur,490,Allied Domecq Spirits And Wine Usa,750,12,1,30,1998-08-01T00:00:00Z,4.66,6.99,55.95
74560,MISC. IMPORTED CORDIALS & LIQUEURS,Hiram Walker Whipped Cream Mini,370,Pernod Ricard Usa/austin Nichols,500,12,10,70,2012-09-01T00:00:00Z,3.3,4.95,39.6
74561,MISC. IMPORTED CORDIALS & LIQUEURS,Hiram Walker Whipped Cream,370,Pernod Ricard Usa/austin Nichols,750,12,1,70,2012-09-01T00:00:00Z,5,7.5,59.94
74664,FLAVORED VODKA,HellFyre,107,Blaum Bros. Distilling Co.,750,6,1,80,2014-09-01T00:00:00Z,14,21,84
74686,MISC. AMERICAN CORDIALS & LIQUEURS,Island Style Voo Doo Juice,838,Kwik Imports,750,12,1,30,1995-10-01T00:00:00Z,4.19,6.29,50.22
74740,ROCK & RYE,Slow and Low,121,Cooperspiritsinternational,750,6,1,84,2013-12-01T00:00:00Z,10.5,15.75,63
